Time [s],Speed [mph],Speed [mps],Acceleration Requested [mps2],Acceleration Achieved [mps2],Calculated Acceleration [mps2]
0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.0
0.7,0.0,0.0,0.0,0.0,0.0
0.7999999999999999,0.0,0.0,0.0,0.0,0.0
0.8999999999999999,0.0,0.0,0.0,0.0,0.0
0.9999999999999999,0.0,0.0,0.0,0.0,0.0
1.0999999999999999,0.0,0.0,0.0,0.0,0.0
1.2,0.0,0.0,0.0,0.0,0.0
1.3,0.0,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,0.0,0.0,0.0,0.0
1.5000000000000002,0.0,0.0,0.0,0.0,0.0
1.6000000000000003,0.0,0.0,0.0,0.0,0.0
1.7000000000000004,0.0,0.0,0.0,0.0,0.0
1.8000000000000005,0.0,0.0,0.0,0.0,0.0
1.9000000000000006,0.0,0.0,0.0,0.0,0.0
2.0000000000000004,0.0,0.0,0.0,0.0,0.0
2.1000000000000005,0.0,0.0,0.0,0.0,0.0
2.2000000000000006,0.0,0.0,0.0,0.0,0.0
2.3000000000000007,0.0,0.0,0.0,0.0,0.0
2.400000000000001,0.0,0.0,0.0,0.0,0.0
2.500000000000001,0.0,0.0,0.0,0.0,0.0
2.600000000000001,0.0,0.0,0.0,0.0,0.0
2.700000000000001,0.0,0.0,0.0,0.0,0.0
2.800000000000001,0.0,0.0,0.0,0.0,0.0
2.9000000000000012,0.0,0.0,0.0,0.0,0.0
3.0000000000000013,0.0,0.0,0.0,0.0,0.0
3.1000000000000014,0.0,0.0,0.0,0.0,0.0
3.2000000000000015,0.0,0.0,0.0,0.0,0.0
3.3000000000000016,0.0,0.0,0.0,0.0,0.0
3.4000000000000017,0.0,0.0,0.0,0.0,0.0
3.5000000000000018,0.0,0.0,0.0,0.0,0.0
3.600000000000002,0.0,0.0,0.0,0.0,0.0
3.700000000000002,0.0,0.0,0.0,0.0,0.0
3.800000000000002,0.0,0.0,0.0,0.0,0.0
3.900000000000002,0.0,0.0,0.0,0.0,0.0
4.000000000000002,0.0,0.0,0.0,0.0,0.0
4.100000000000001,0.0,0.0,0.0,0.0,0.0
4.200000000000001,0.0,0.0,0.0,0.0,0.0
4.300000000000001,0.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0,0.0
4.699999999999999,0.0,0.0,0.0,0.0,0.0
4.799999999999999,0.0,0.0,0.0,0.0,0.0
4.899999999999999,0.0,0.0,0.0,0.0,0.0
4.999999999999998,0.0,0.0,0.0,0.0,0.0
5.099999999999998,0.0,0.0,0.0,0.0,0.0
5.1999999999999975,0.0,0.0,0.0,0.0,0.0
5.299999999999997,0.0,0.0,0.0,0.0,0.0
5.399999999999997,0.0,0.0,0.0,0.0,0.0
5.4999999999999964,0.0,0.0,0.0,0.0,0.0
5.599999999999996,0.0,0.0,0.0,0.0,0.0
5.699999999999996,0.0,0.0,0.0,0.0,0.0
5.799999999999995,0.0,0.0,0.0,0.0,0.0
5.899999999999995,0.0,0.0,0.0,0.0,0.0
5.999999999999995,0.0,0.0,0.0,0.0,0.0
6.099999999999994,0.0,0.0,0.0,0.0,0.0
6.199999999999994,0.0,0.0,0.0,0.0,0.0
6.299999999999994,0.0,0.0,0.0,0.0,0.0
6.399999999999993,0.0,0.0,0.0,0.0,0.0
6.499999999999993,0.0,0.0,0.0,0.0,0.0
6.5999999999999925,0.0,0.0,0.0,0.0,0.0
6.699999999999992,0.0,0.0,0.0,0.0,0.0
6.799999999999992,0.0,0.0,0.0,0.0,0.0
6.8999999999999915,0.0,0.0,0.0,0.0,0.0
6.999999999999991,0.0,0.0,0.0,0.0,0.0
7.099999999999991,0.0,0.0,0.0,0.0,0.0
7.19999999999999,0.0,0.0,0.0,0.0,0.0
7.29999999999999,0.0,0.0,0.0,0.0,0.0
7.39999999999999,0.0,0.0,0.0,0.0,0.0
7.499999999999989,0.0,0.0,0.0,0.0,0.0
7.599999999999989,0.0,0.0,0.0,0.0,0.0
7.699999999999989,0.0,0.0,0.0,0.0,0.0
7.799999999999988,0.0,0.0,0.0,0.0,0.0
7.899999999999988,0.0,0.0,0.0,0.0,0.0
7.999999999999988,0.0,0.0,0.0,0.0,0.0
8.099999999999987,0.0,0.0,0.0,0.0,0.0
8.199999999999987,0.0,0.0,0.0,0.0,0.0
8.299999999999986,0.0,0.0,0.0,0.0,0.0
8.399999999999986,0.0,0.0,0.0,0.0,0.0
8.499999999999986,0.0,0.0,0.0,0.0,0.0
8.599999999999985,0.0,0.0,0.0,0.0,0.0
8.699999999999985,0.0,0.0,0.0,0.0,0.0
8.799999999999985,0.0,0.0,0.0,0.0,0.0
8.899999999999984,0.0,0.0,0.0,0.0,0.0
8.999999999999984,0.0,0.0,0.0,0.0,0.0
9.099999999999984,0.0,0.0,0.0,0.0,0.0
9.199999999999983,0.0,0.0,0.0,0.0,0.0
9.299999999999983,0.0,0.0,0.0,0.0,0.0
9.399999999999983,0.0,0.0,0.0,0.0,0.0
9.499999999999982,0.0,0.0,0.0,0.0,0.0
9.599999999999982,0.0,0.0,0.0,0.0,0.0
9.699999999999982,0.0,0.0,0.0,0.0,0.0
9.799999999999981,0.0,0.0,0.0,0.0,0.0
9.89999999999998,0.0,0.0,0.0,0.0,0.0
9.99999999999998,0.0,0.0,0.0,0.0,0.0
10.09999999999998,0.0,0.0,0.0,0.0,0.0
10.19999999999998,0.0,0.0,0.0,0.0,0.0
10.29999999999998,0.0,0.0,0.0,0.0,0.0
10.399999999999979,0.0,0.0,0.0,0.0,0.0
10.499999999999979,0.0,0.0,0.0,0.0,0.0
10.599999999999978,0.0,0.0,0.0,0.0,0.0
10.699999999999978,0.0,0.0,0.0,0.0,0.0
10.799999999999978,0.0,0.0,0.0,0.0,0.0
10.899999999999977,0.0,0.0,0.0,0.0,0.0
10.999999999999977,0.0,0.0,0.0,0.0,0.0
11.099999999999977,0.0,0.0,0.0,0.0,0.0
11.199999999999976,0.0,0.0,0.0,0.0,0.0
11.299999999999976,0.0,0.0,0.0,0.0,0.0
11.399999999999975,0.0,0.0,0.0,0.0,0.0
11.499999999999975,0.0,0.0,0.0,0.0,0.0
11.599999999999975,0.0,0.0,0.0,0.0,0.0
11.699999999999974,0.0,0.0,0.0,0.0,0.0
11.799999999999974,0.0,0.0,0.0,0.0,0.0
11.899999999999974,0.0,0.0,0.0,0.0,0.0
11.999999999999973,0.0,0.0,0.0,0.0,0.0
12.099999999999973,0.0,0.0,0.0,0.0,0.0
12.199999999999973,0.0,0.0,0.0,0.0,0.0
12.299999999999972,0.0,0.0,0.0,0.0,0.0
12.399999999999972,0.0,0.0,0.0,0.0,0.0
12.499999999999972,0.0,0.0,0.0,0.0,0.0
12.599999999999971,0.0,0.0,0.0,0.0,0.0
12.69999999999997,0.0,0.0,0.0,0.0,0.0
12.79999999999997,0.0,0.0,0.0,0.0,0.0
12.89999999999997,0.0,0.0,0.0,0.0,0.0
12.99999999999997,0.0,0.0,0.0,0.0,0.0
13.09999999999997,0.0,0.0,0.0,0.0,0.0
13.199999999999969,0.0,0.0,0.0,0.0,0.0
13.299999999999969,0.0,0.0,0.38833401066196416,0.0,0.0
13.399999999999968,0.0,0.0,1.0,0.0,0.0
13.499999999999968,0.0,0.0,1.0,0.0,0.0
13.599999999999968,0.0,0.0,1.0,0.0,0.0
13.699999999999967,0.0,0.0,1.0,0.0,0.0
13.799999999999967,0.0,0.0,1.0,0.0,0.0
13.899999999999967,0.0,0.0,1.0,0.0,0.0
13.999999999999966,0.0,0.0,1.0,0.0,0.0
14.099999999999966,0.0,0.0,1.0,0.0,0.0
14.199999999999966,0.0,0.0,1.0,0.0,0.0
14.299999999999965,0.0,0.0,1.0,0.0,0.0
14.399999999999965,0.03727744083016225,0.016664507148715733,1.0,0.0,0.0
14.499999999999964,0.12975756789566745,0.058006823152079175,1.0,0.29003439235874673,0.41342355430505995
14.599999999999964,0.22929372626704447,0.10250346739041956,1.0,0.3416785504847899,0.4449668667368763
14.699999999999964,0.28574335774139864,0.12773871064471484,1.0,0.3193470811648964,0.2523526732052159
14.799999999999963,0.4181500228778642,0.1869297862273204,1.0,0.373859928995253,0.5919113203166794
14.899999999999963,0.47795146687379214,0.21366342375126005,1.0,0.3561060458612899,0.2673366301914745
14.999999999999963,0.4657856266705997,0.20822480654682488,1.0,0.2974642930366632,-0.05438622391109661
15.099999999999962,0.5281295170458217,0.2360950193001641,1.0,0.29511905557266865,0.27870239332470675
15.199999999999962,0.5783067763195249,0.2585262612858804,1.0,0.2872516753733011,0.22431263377836072
15.299999999999962,0.6305456199062446,0.28187911392288756,1.0,0.28187938274401514,0.23352874908044163
15.399999999999961,0.757456310103311,0.33861326886858417,1.0,0.3078305379960634,0.5673420905165465
15.499999999999961,0.8614417463251586,0.3850989182771989,1.0,0.32091607128041394,0.46485693740826917
15.59999999999996,1.0060280534558772,0.44973478101691533,1.0,0.34595016147525703,0.6463592438133744
