TimeStamp, Counter, HostVehicleSpeed
1712336499.3872,6863.0,0.0
1712336499.391,6864.0,0.0
1712336499.4108,6865.0,0.0
1712336499.5079,6866.0,0.0
1712336499.6079,6867.0,0.0
1712336499.7076,6868.0,0.0
1712336499.8075,6869.0,0.0
1712336499.9083,6870.0,0.0
1712336500.0075,6871.0,0.0
1712336500.1075,6872.0,0.0
1712336500.2076,6873.0,0.0
1712336500.3074,6874.0,0.0
1712336500.4076,6875.0,0.0
1712336500.5083,6876.0,0.0
1712336500.6074,6877.0,0.0
1712336500.7078,6878.0,0.0
1712336500.8074,6879.0,0.0
1712336500.9076,6880.0,0.0
1712336501.0075,6881.0,0.0
1712336501.1073,6882.0,0.0
1712336501.2074,6883.0,0.0
1712336501.3074,6884.0,0.0
1712336501.4078,6885.0,0.0
1712336501.5074,6886.0,0.0
1712336501.6076,6887.0,0.0
1712336501.7074,6888.0,0.0
1712336501.8073,6889.0,0.0
1712336501.9079,6890.0,0.0
1712336502.0074,6891.0,0.0
1712336502.1075,6892.0,0.0
1712336502.2075,6893.0,0.0
1712336502.3076,6894.0,0.0
1712336502.4076,6895.0,0.0
1712336502.5075,6896.0,0.0
1712336502.6074,6897.0,0.0
1712336502.7072,6898.0,0.0
1712336502.8075,6899.0,0.0
1712336502.9081,6900.0,0.0
1712336503.0072,6901.0,0.0
1712336503.1074,6902.0,0.0
1712336503.214,6903.0,0.0
1712336503.3077,6904.0,0.0
1712336503.4074,6905.0,0.0
1712336503.5074,6906.0,0.0
1712336503.6075,6907.0,0.0
1712336503.707,6908.0,0.0
1712336503.8073,6909.0,0.0
1712336503.9077,6910.0,0.0
1712336504.0075,6911.0,0.0
1712336504.1072,6912.0,0.0
1712336504.2076,6913.0,0.0
1712336504.3076,6914.0,0.0
1712336504.4068,6915.0,0.0
1712336504.5071,6916.0,0.0
1712336504.6079,6917.0,0.0
1712336504.7076,6918.0,0.0
1712336504.8078,6919.0,0.0
1712336504.9072,6920.0,0.0
1712336505.0083,6921.0,0.0
1712336505.1072,6922.0,0.0
1712336505.2074,6923.0,0.0
1712336505.307,6924.0,0.0
1712336505.4074,6925.0,0.0
1712336505.5069,6926.0,0.0
1712336505.6071,6927.0,0.0
1712336505.7073,6928.0,0.0
1712336505.8076,6929.0,0.0
1712336505.908,6930.0,0.0
1712336506.0076,6931.0,0.0
1712336506.1076,6932.0,0.0
1712336506.2075,6933.0,0.0
1712336506.3071,6934.0,0.0
1712336506.4071,6935.0,0.0
1712336506.5067,6936.0,0.0
1712336506.607,6937.0,0.0
1712336506.7069,6938.0,0.0
1712336506.8074,6939.0,0.0
1712336506.9093,6940.0,0.0
1712336507.0071,6941.0,0.0
1712336507.1071,6942.0,0.0
1712336507.2069,6943.0,0.0
1712336507.3073,6944.0,0.0
1712336507.4071,6945.0,0.0
1712336507.5076,6946.0,0.0
1712336507.6072,6947.0,0.0
1712336507.7077,6948.0,0.0
1712336507.8074,6949.0,0.0
1712336507.9071,6950.0,0.0
1712336508.0067,6951.0,0.0
1712336508.1076,6952.0,0.0
1712336508.2069,6953.0,0.0
1712336508.308,6954.0,0.0
1712336508.407,6955.0,0.0
1712336508.508,6956.0,0.0
1712336508.6069,6957.0,0.0
1712336508.707,6958.0,0.0
1712336508.8068,6959.0,0.0
1712336508.9077,6960.0,0.0
1712336509.0071,6961.0,0.0
1712336509.1078,6962.0,0.0
1712336509.2077,6963.0,0.0
1712336509.3072,6964.0,0.0
1712336509.4071,6965.0,0.0
1712336509.5069,6966.0,0.0
1712336509.6076,6967.0,0.0
1712336509.7072,6968.0,0.0
1712336509.8069,6969.0,0.0
1712336509.9069,6970.0,0.0
1712336510.0069,6971.0,0.0
1712336510.107,6972.0,0.0
1712336510.2067,6973.0,0.0
1712336510.3068,6974.0,0.0
1712336510.4074,6975.0,0.0
1712336510.507,6976.0,0.0
1712336510.6071,6977.0,0.0
1712336510.7068,6978.0,0.0
1712336510.8069,6979.0,0.0
1712336510.9068,6980.0,0.0
1712336511.0071,6981.0,0.0
1712336511.1065,6982.0,0.0
1712336511.2069,6983.0,0.0
1712336511.307,6984.0,0.0
1712336511.4068,6985.0,0.0
1712336511.5065,6986.0,0.0
1712336511.6068,6987.0,0.0
1712336511.7066,6988.0,0.0
1712336511.8068,6989.0,0.0
1712336511.9065,6990.0,0.0
1712336512.0072,6991.0,0.0
1712336512.1069,6992.0,0.0
1712336512.2067,6993.0,0.0
1712336512.3064,6994.0,0.0
1712336512.4068,6995.0,0.0
1712336512.5063,6996.0,0.0
1712336512.6068,6997.0,0.0
1712336512.7066,6998.0,0.0
1712336512.8077,6999.0,0.0
1712336512.9068,7000.0,0.0
1712336513.0068,7001.0,0.0
1712336513.1064,7002.0,0.0
1712336513.2068,7003.0,0.0
1712336513.3069,7004.0,0.0
1712336513.4072,7005.0,0.0
1712336513.507,7006.0,0.0
1712336513.6067,7007.0,0.0
1712336513.7067,7008.0,0.0
1712336513.8068,7009.0,0.0
1712336513.9067,7010.0,0.0
1712336514.0065,7011.0,0.0
1712336514.1064,7012.0,0.0
1712336514.2066,7013.0,0.0
1712336514.307,7014.0,0.0
1712336514.4067,7015.0,0.0
1712336514.6068,7017.0,0.0
1712336514.7061,7018.0,0.0
1712336514.9065,7020.0,0.0
1712336515.007,7021.0,0.0
1712336515.2068,7023.0,0.0
